Topic_No,Topic_Perc_Contrib,Topic_Keywords,Text,Clean_Text
7,0.4535,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Sorry, this is cracy. RU invades UA, destroys, steals, rapes, murders and then you hold it against NATO that we give UA the weapons and money to defend it self??????? If the UAs are your brothers, why is Russia killing them? This is cracy!",invade ua destroy steal rape murder hold weapon money defend brother kill cracy
4,0.4487,"ukraine, war, nazi, https, call, support, happen, fact, side, win",Nazis in Ukraine #BundesregierungRuecktritt,nazi ukraine
6,0.2909,"country, day, attack, lose, leader, sanction, death, good, tell, read","No way to deter asymmetry like this. Next time, the Ukrainian patriots will just javelin or call in drone-guided HIMAR strike.",asymmetry time ukrainian patriot javelin call guide strike
5,0.4534,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",There s a reason &amp; mission behind the quality and nutritious Turaco Valley Maize Flour that we provide 🤗. We aim to provide a reliable market for maize grown in refugee-hosting areas. #ConsistentlyGoodFood #Refugees https://t.co/0EsjNJLGXU,reason amp mission quality nutritious aim reliable market grow refugee hosting area refugee https esjnjlgxu
6,0.4077,"country, day, attack, lose, leader, sanction, death, good, tell, read",banning Ukrainian charities while allowing these atrocities happen is not a good look. ,ban ukrainian charity allow atrocity happen good
6,0.5401,"country, day, attack, lose, leader, sanction, death, good, tell, read","#OSINT * NATO Op Reassurance * Royal Canadian Navy Kingston class coastal defence vessels, 700 HMCS Kingston &amp; 711 HMCS Summerside entered the Baltic Sea, 160915Z JUL 22. Units are conducting 4-month long Op Reassurance &amp; will relieve HMCS Halifax &amp; HMCS Montreal. https://t.co/OMFmf8MvKp",op reassurance royal canadian coastal defence vessel summerside enter baltic sea jul unit conduct long op reassurance amp relieve omfmf mvkp
7,0.3368,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","I wonder, what defence contractor do you think we should invest in for the next tranche of money laundering through Ukraine?",defence contractor invest tranche money laundering ukraine
5,0.3551,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",It s not  news  but Nazi propaganda,news nazi propaganda
4,0.2763,"ukraine, war, nazi, https, call, support, happen, fact, side, win",I never will. Power to Ukraine!,power ukraine
5,0.4147,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",Wtf is Garland doing in Ukraine when we have an ongoing insurgency at home? Does he not see it?,ongoing insurgency
4,0.2398,"ukraine, war, nazi, https, call, support, happen, fact, side, win",I suggest we sell Finland and pay for all the needs Ukraine has.,sell pay ukraine
0,0.343,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","“Right now, Russian culture is toxic,” said Bohdan Tykholoz, a Ukrainian academic and author who directs a literary museum in the western city of Lviv."" https://t.co/OZyolBNtLd",ukrainian academic author direct literary ozyolbntld
6,0.3114,"country, day, attack, lose, leader, sanction, death, good, tell, read",Mercenaries from 64 different countries fighting for Ukraine 🤦‍♂️ https://t.co/rCxGvOsfN0,mercenary country fight rcxgvosfn
2,0.5212,"https, military, medium, shell, power, missile, claim, strike, bomb, government","Zelensky fires his prosecutor general and intelligence chief, the top two law enforcement officials. https://t.co/fpyxrDZAV8",zelensky fire prosecutor_general intelligence chief top law_enforcement official
7,0.4637,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Also, an acknowledgement of towns from Marinka to Avdiivka, especially Pisky. Not 1 inch of Ukraine has been ceded to the invaders in years. 🦾💙💛",acknowledgement town cede year
6,0.3205,"country, day, attack, lose, leader, sanction, death, good, tell, read","Sounds like you need a primer on the word ""instigates"". Tell your friends in the Russian army to leave the Donbas and go the fuck home. Then your ""proxy war"" will be over.",sound primer word instigate friend russian leave
3,0.5612,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",You could have sent the tents to Ukraine or rented accommodation on Airbnb lots if availability https://t.co/Zd02cXd1PK,tent ukraine rent accommodation lot availability https pk
6,0.4937,"country, day, attack, lose, leader, sanction, death, good, tell, read","Ukraine has 2 lines of defence. The first on the Bakhmut-Siversk is pretty good and Ukrainians are already sucessfully repelling attacks. The second one, from Kostiantynivka to Sloviansk is much better. There is a continuity of towns that will be very hard to encircle &amp; conquer.",line defence bakhmut siversk pretty good ukrainian sucessfully repel attack continuity town hard encircle amp conquer
6,0.3433,"country, day, attack, lose, leader, sanction, death, good, tell, read","Unite for Ukraine Flag, I Love Ukraine Flag Sunflower Patriot Ukrainian Stand with Ukraine Peace Mailbox Cover Magnetic Mailb [XR02FNA] https://t.co/5ONyLXOFKO",unite ukraine flag love flag sunflower ukrainian stand peace cover magnetic onylxofko
3,0.2655,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",So how did they get the vast majority of Ukrainians to vote for zelensky in 2019?,vast majority ukrainian vote zelensky
7,0.5707,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",HIMARS: The Weapon Ukraine Sings About and Russia Wants Destroyed - VICE Send more weapons like this to Ukraine to defeat Putin https://t.co/WeCCuuDS1H,himar sing destroy vice send weapon
2,0.2924,"https, military, medium, shell, power, missile, claim, strike, bomb, government",Thank you Putin for your stupidity!,stupidity
7,0.3619,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Nah the hatred goes much deeper than that, I ve seen anglos dick ride Islamist Erdogan because they hate Russia. They even go as far as to advocate for the invasion of Christian Armenia because Russian troops are stationed there",hatred deep anglo hate advocate invasion russian troop station
7,0.1698,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",We’re building 2homes for Ukrainian refugees. This should be a focus of all of us. TY for always leading w/your ❤️. ,building home ukrainian refugee focus lead
0,0.4205,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","should ask Chancellor and leadership how they sleep at night knowing that their appeasement and cozying up #russiaisaterrorisstate and #PutinIsaWarCriminal has essentially financed Russia s genocide, war crimes, crimes agst humanity, and they fail to #ArmUkraineNow",chancellor leadership sleep night know appeasement cozying essentially finance genocide war crime crime humanity fail armukrainenow
2,0.4705,"https, military, medium, shell, power, missile, claim, strike, bomb, government",#Putin is on his heels. His threats are sure signs #Russia is a wounded dog. Now is the time for the U.S and NATO to deliver massive air power and eliminate everything Russian from #Ukranian land. #Ukraine #FuckPutin,threat sign wound dog time deliver massive air power eliminate russian ukranian land fuckputin
6,0.3561,"country, day, attack, lose, leader, sanction, death, good, tell, read","They sell Bayraktor to Ukraine, and not you!",sell bayraktor ukraine
7,0.4391,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","#Ukraine ""It is amusing to read Ukrainian opinions about Putin s trip to Iran. Indeed madness owns these lands and the people who live on them. 1/3",ukraine amusing read ukrainian opinion own land people live
4,0.4618,"ukraine, war, nazi, https, call, support, happen, fact, side, win",Well for now I’d have to say Putin is winning. In the end I’m pretty sure chunks of Ukraine will be Russia’s. This winter will break EU. But we’ll see.,win pretty chunk ukraine
3,0.2825,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","In my opinion, Ukrainians are very stupid. Henry Kissinger is an ardent Russophobe, Well, even he realized that it s not worth contacting Russia. and now some Ukrainian begins to tell Henry Kissinger what to do...#rammstein",opinion ukrainian stupid realize worth contact ukrainian rammstein
0,0.2952,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","Funny Steve Kerr was on “team duties” when he was asked and answered! The player from Ukraine was as well about the war. Those were ok but a two second answer like “ I think there needs to be more gun control, or I think people should legally keep their guns” is too much?",funny team duty ask answer answer gun control people legally gun
7,0.243,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","All those ""refugees are welcome"" sign people in NYC will take care of them, right? https://t.co/j3dMqmHj7O",refugee sign people
3,0.3951,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",“Latest updates on the war in Ukraine” https://t.co/sYJgilH9rU,late update
3,0.4299,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","There is a reason that almost every member of the house voted yes on it and those that voted no are notorious right wing extremists. NATO historically sucks, but right now it is the only thing standing between us and a full scale world war in Europe. We can worry about it after.",reason member vote vote notorious wing extremist historically suck stand full scale worry
1,0.4869,"time, fight, https, join, state, land, wrong, find, economy, invade","Let s make this perfectly clear - PUTIN WANTS TO RULE THE WORLD !!!! Of course, Russia s aims go beyond Donbas... how absurd to even say this... smdh",perfectly clear aim
6,0.4158,"country, day, attack, lose, leader, sanction, death, good, tell, read",THIS Is What They re Not Telling You About Ukraine War https://t.co/37u5ANpYQH via ,tell anpyqh
6,0.3208,"country, day, attack, lose, leader, sanction, death, good, tell, read",#NATO member #Turkey killed 1 year old baby and 9 other civilians in an airstrike in #kurdistan region of #iraq. I wonder if #Russia was behind this attack! What would the “ free democratic human lover countries” would say or do? #USA #EU https://t.co/LEqa0VvXHc,member kill year baby civilian attack human country leqa vvxhc
6,0.2261,"country, day, attack, lose, leader, sanction, death, good, tell, read","Republicans do realize that Putin banned all guns in Russia. So if they want Trump to be king, would they be okay with their guns being taken away? Hmm....",republican realize ban gun trump king gun
1,0.355,"time, fight, https, join, state, land, wrong, find, economy, invade",Russian strikes pummel Ukraine as Putin wins Iranian support for offensive https://t.co/AGUDltyifB via ,russian strike win iranian offensive https agudltyifb
7,0.4535,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",What are actual Ukrainians saying about russian liberals..go on..I’ll wait for you to make a fool of yourself here You’re talking to someone who’s talking to many many Ukrainians and other Eastern Europeans about russian liberals… So tell me how you think they feel?,actual ukrainian russian liberal wait fool talk talking ukrainian eastern russian liberal feel
4,0.3472,"ukraine, war, nazi, https, call, support, happen, fact, side, win",Zelensky also arrests opposition leaders and media not promoting him,zelensky arrest opposition leader medium promote
7,0.4473,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Putin said of his future Ukraine civilian victims: ""These are our comrades, those dearest to us— not only colleagues, friends, but also relatives, people bound by blood, by family ties."" https://t.co/aXcfoOJEN9",civilian victim comrade dearest colleague friend relative people bind blood family_tie
7,0.243,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Today I read that young Russians hate the West because they are receptive to Putin propaganda.,read young hate
4,0.4513,"ukraine, war, nazi, https, call, support, happen, fact, side, win",let s get the 300 KM HIMARS to Ukraine Sec. Blinken. Both the House and Senate support this. Absolutely no reason to wait. Thank you.,support absolutely reason wait
4,0.4578,"ukraine, war, nazi, https, call, support, happen, fact, side, win"," Another rich elitist ""woke-tard"". Won t play ""Hit Me with Your Best Shot"" ... to prevent school shootings. 🤔 that s what the song is about? But will play ""Love is a Battlefield"" during Ukraine War. ""Hell Is For Children"" ... is that a religious condemnation?",rich elitist wake tard play hit prevent school shooting song play war child religious condemnation
7,0.341,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",But it was destroyed in some airport in Kiev. We all saw the videos,destroy
7,0.3368,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Thanks Mr Johnson! Ukraine is very grateful to you and the people of Britain for the military and humanitarian assistance! The Ukrainians really appreciate this help. We love you, dear Mr. Johnson!❤️ 🇺🇦🇬🇧",grateful people humanitarian assistance ukrainian love dear
2,0.3721,"https, military, medium, shell, power, missile, claim, strike, bomb, government",Russian missiles hit Odesa after Moscow agrees grain export deal with Kyiv https://t.co/r9uuAyvwrx,russian missile hit odesa agree grain export deal
6,0.4053,"country, day, attack, lose, leader, sanction, death, good, tell, read"," I have 2 news, one good, one sucks... 1) Finally launched projects: LOVE YOU Ukraine; PAINted N.A.Z. ; BOMBZzzz ; Finger s Family. 2) I have been living on the street for a month ( The texts are updated and need attention! https://t.co/4Xbjxz8YOT https://t.co/hZeRDatWy4 https://t.co/AxPFPcVYDF",news good suck launch project love paint bombzzzz finger family live street text update attention https axpfpcvydf
7,0.1746,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Nobody gives a sh#t. Get out of Ukraine!,
2,0.5566,"https, military, medium, shell, power, missile, claim, strike, bomb, government","Yet again, Vatnik logic implies Ukraine has the world s most powerful military.",logic imply powerful military
6,0.55,"country, day, attack, lose, leader, sanction, death, good, tell, read",Victory to Russia! Victory to the LPR victory to the DPR! down with the Kiev regime down with nato satanism! https://t.co/vEolh7oXlA,victory lpr victory dpr regime oxla
2,0.314,"https, military, medium, shell, power, missile, claim, strike, bomb, government","Let’s get this week off to a good start. 🇺🇸 U.S. Soldiers with the 3rd Armored Brigade Combat Team began their deployment in Poznan, 🇵🇱 Poland, where they will work with Allies on strengthening #NATO’s eastern flank. #WeAreNATO https://t.co/ewvlunAkZS",week good start soldier armor brigade combat team begin deployment work ally strengthen https ewvlunakzs
1,0.3002,"time, fight, https, join, state, land, wrong, find, economy, invade",Former spy bosses discuss Ukraine and Putin s invasion - BBC Newsnight https://t.co/2aqZlLCVuB via ,spy boss discuss aqzllcvub
5,0.4361,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official","Pro-Ukraine Protesters Sing Ukraine s National Anthem Filmed yesterday in Hyde Park, London. #StandwithUkraine #UkraineFlag #HydePark https://t.co/kUD7VeVrgg",ukraine protester sing film
7,0.1746,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Thank You Mr Putin !,
5,0.3307,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official"," here s the deal on Jew hate in Ukraine and Russia - it s traditional. To me, let them kill each other and get the remaining Jews OUT!BUT for world secuirty, Putin must be crushed, regardless of whether Zelensky is a crook or not. 2000 years of Jew hate.",traditional kill remain crush year hate
2,0.3543,"https, military, medium, shell, power, missile, claim, strike, bomb, government","Many ignore the other side of reality. Why do they resort to violence settling disputes, even sending weapons to ethically cleanse Ukraine of Russians speakers since 2014 coup. 😬(That s how it looks) Ask military to solve a social problem and it will be a military solution. See",ignore side reality resort violence settling dispute send weapon ethically speaker military solve social problem military solution
3,0.54,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",Kremlin praises foiling of Ukrainian hijack plot https://t.co/pt5cIuVaQR,praise foil ukrainian hijack plot ciuvaqr
7,0.5303,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","That Ukraine never had its own, usable nuclear arsenal.",usable nuclear arsenal
1,0.4158,"time, fight, https, join, state, land, wrong, find, economy, invade","Vladimir Saldo, a member of Russia’s occupation administration in Kherson, argued that Ukraine has hot not only the Antonovskyi bridge, but also the railway bridge nearby. Ukraine’s Army is set to cut off all the supply lines so that Russians would retreat from Kherson https://t.co/F0AavnuDfW",member argue nearby set cut supply line retreat aavnudfw
1,0.4158,"time, fight, https, join, state, land, wrong, find, economy, invade",At the same time Russia is killing civilians in Ukraine and destroying their hospitals and other health care institutions.,time kill civilian ukraine destroy hospital health care institution
7,0.4056,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","yes, bitch, because it s war. civilian people die every day and if ukraine falls (to your dismay) russia will go to the next country and the next. you laugh, it s a joke for you, but i don t understand how people can laugh at someone else s grief that can eventually become yours",bitch war civilian people die day fall dismay country joke understand people laugh grief eventually
7,0.243,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Within 2 years, Ukraine will receive 100 pzh 2000 howitzers https://t.co/hlAcHGqfJi",year receive howitzer
0,0.4196,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",can kiss my ass. Support yourselves. I do not support you. It’s our money and our military equipment you have. Shut up.,kiss ass support support money military equipment shut
3,0.4155,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",Ukraine: Vital Russian Army Road Bridges Hit https://t.co/EYMQZWFoNG via ,vital russian army road bridge hit https eymqzwfong
6,0.4999,"country, day, attack, lose, leader, sanction, death, good, tell, read",Bullshit made by a fanatical group that doesn t know what they re doing. The Turkish Nation will always be with the Ukrainian Nation. 🇹🇷🇺🇦,bullshit fanatical group turkish nation ukrainian nation
2,0.7413,"https, military, medium, shell, power, missile, claim, strike, bomb, government",#ukraine The Czech government granted the request of Slovakia for help in protecting its airspace after the decommissioning of the MiG-29 fighters This will allow the Slovaks to transfer their combat aircraft to Ukraine. https://t.co/2xuPmFUhiM,government grant request slovakia protect airspace decommission mig fighter slovak transfer combat aircraft https
7,0.1746,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Uraa ....i like you Mr putin,
4,0.6688,"ukraine, war, nazi, https, call, support, happen, fact, side, win",“Pureblood” is literally a Nazi-era term to separate the physically and morally superior from those deemed others. So how is the usage here any different than how Hitler used it other than removing the factor of race?,pureblood literally nazi era term separate physically morally superior deemed usage hitler remove factor race
6,0.3114,"country, day, attack, lose, leader, sanction, death, good, tell, read",Then you should know that no Language issue have ever been any cause for these conflicts of Russia against Ukraine.,language issue conflict ukraine
0,0.4885,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","You continue to show your right-wing tinged ignorance. Maybe read through the Ombudsman s report you irrelevant, propaganda spewing insect. Four more years, four more years 😁",continue wing tinge ignorance read report irrelevant propaganda spew year year
4,0.3388,"ukraine, war, nazi, https, call, support, happen, fact, side, win",Last breath of the putin regime..,regime
7,0.4699,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","russia s kills civilians, bombardering our homes, schools, hospitals, malls and food warehouses. russia signs the agreement about safe export ukrainian grains from the ports and attached those seaports next day #RussiaIsATerroristState but not for #metastopblockingUkraine https://t.co/Z1Edz33Wtl",kill civilian bombardere home schools_hospital mall food warehouse sign agreement safe export ukrainian grain port attach seaport day https wtl
3,0.5584,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","In case you didn t know, Ukrainian outsourcing companies are kinda shady with their payment dates. Given the ukranian liberalization reform, I can see these companies growing vastly in size in the near future, contrary to what you d expect from a war zone.",case ukrainian outsourcing company kinda shady payment date ukranian liberalization reform company grow vastly size future contrary expect war zone
2,0.5262,"https, military, medium, shell, power, missile, claim, strike, bomb, government",Sure..they are happy in trenches while Zelensky is doing Vogue photoshoots .. I m sure those soldiers or their wives are ecstatic 👍👍,happy trench zelensky vogue photoshoot soldier wife ecstatic
7,0.341,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",The Ukrainian Verdun https://t.co/Z7WH9csmO5,ukrainian
5,0.449,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",propaganda not being a full track will be my villain origin story,propaganda full track villain origin story
4,0.2597,"ukraine, war, nazi, https, call, support, happen, fact, side, win",Ukraine has to urgently do something about Belarus,ukraine urgently
1,0.4889,"time, fight, https, join, state, land, wrong, find, economy, invade",We must stop pussyfooting about and get down to the nitty gritty. Putin is the Worlds problem and direct confrontation is the only way to put him down.,pussyfoot world problem direct confrontation
2,0.4111,"https, military, medium, shell, power, missile, claim, strike, bomb, government",Russia and Ukraine trade blame for shelling of POW prison https://t.co/Qcf8mNsWMc,shell mnswmc
1,0.4405,"time, fight, https, join, state, land, wrong, find, economy, invade","This #fridaymorning, we ve committed to extending our #support for #Ukraine and #inclusion by organizing another food drive set for August 30th with along with our #neurodiverse volunteers. Pledge a box or donate today at https://t.co/KCYedyuNK7 #FridayVibes https://t.co/ZHB5m7I0rK",fridaymorne commit extend support ukraine inclusion organize food drive set neurodiverse volunteer pledge kcyedyunk rk
2,0.6429,"https, military, medium, shell, power, missile, claim, strike, bomb, government",Check out this new digital art that I uploaded to https://t.co/f1IowKhpIZ! https://t.co/K2BL4Vj5sJ #trumpisnotwell #HateSpeech #PutinHitler #UkraineRussiaWar #HateCrime #Trumptantrum #Jan6th #DemocracyNotAutocracy #GOP #AssaultWeaponsBan #women #VoteBlueToSaveDemocracy,check digital art upload https iowkhpiz hatespeech putinhitler woman
2,0.5669,"https, military, medium, shell, power, missile, claim, strike, bomb, government","Diagnosis of impersonality of the modern hero, dissolved in the noise of the technocratic boom. 9 People Indifferent to Everything by Gamlet #Zinkivskyi Don’t be oblivious – your part in #CityX could be essential to saving Ukrainian #art ecosystem. #blockchain #NFT #crypto https://t.co/maFhZvKfOB",diagnosis impersonality modern hero dissolve noise technocratic boom people oblivious cityx essential save ukrainian art ecosystem blockchain mafhzvkfob
4,0.561,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Ukrainian ""War Hero"" Malcolm Nance Calls Republicans an ""Insurgent Party"" https://t.co/uuCIpHGoOs via ",ukrainian war hero malcolm_nance call uuciphgoo
0,0.4054,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",Biden Makes Deal With Putin For Griner https://t.co/tW4mxgT9Yf via ,griner mxgt
3,0.5604,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",How Russia’s invasion of Ukraine has prompted Taiwan’s top National Palace Museum to hold its first ever “wartime response” drill focused on evacuating its invaluable treasures in the event of conflict with Beijing. Thanks for editing! https://t.co/YkQFyPqUBX,invasion prompt hold wartime response drill focus evacuate invaluable treasure event conflict beijing editing https ykqfypqubx
2,0.5748,"https, military, medium, shell, power, missile, claim, strike, bomb, government",I’d prefer a world where democracy is more assertive at promoting and protecting itself in the face of ru and China. Where a worldwide democratic alliance can be formed akin to NATO’s article 5.,prefer democracy assertive promote protect face form akin article
3,0.5876,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",Also #WhatTheFcukWilitTake #KeepUpWithAtrocitiesBlinken #KeepUpWithCongress #TheyCutSoldiersBallsOffYoursToo? #GetReal!! Thnxx You / we are asking Americans to Vote Blue in November - Ukrainians die in indignity with courage and nobility for all our democracies. #HELPTHEM xx,getreal thnxx vote blue ukrainian die indignity courage nobility democracy helpthem xx
7,0.4678,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",You didn’t witness anything. Ukraine murdered Ukrainian POWs in their sleep with American weapons.,murder ukrainian pow sleep american weapon
1,0.5153,"time, fight, https, join, state, land, wrong, find, economy, invade","Ukraine: Prospects for end to war look bleak, despite ‘encouraging’ grain deal – https://t.co/LeoXgMPNz8 – Times of Update https://t.co/xg92KlB3Ld",prospect war bleak encourage grain deal https leoxgmpnz time update https
7,0.3004,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Is it true that the donbass front is collapsing for the Ukrainian army,donbass front collapse ukrainian army
3,0.3522,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","Sure, maybe the climate will have a slight chance if EU switches to renewables on the spot. Still, the cartoon above makes sense: in late 90th - early 00th RU wanted to be part of EU and NATO family but was laughed at and mocked by ""the West"". Pay off time. It s only beginning.",climate chance spot cartoon sense late early want family laugh mocked pay time
2,0.652,"https, military, medium, shell, power, missile, claim, strike, bomb, government",Not only is my claim true but one to be vindicated sooner. NATO to act now or forever remain weak with only coffee drinking politics,claim vindicate soon forever remain weak coffee drinking politic
7,0.5779,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","During World War II, Nazi doctors conducted human experiments. Most of the Nazi doctors were hanged for crimes against humanity. I hate to say this, but if you re an NHS doctor and you want people who aren t infected with the virus to be vaccinated with this experimental ""vaccine",nazi doctor conduct human experiment nazi doctor hang crime humanity hate doctor people infect virus vaccinate experimental vaccine
2,0.4016,"https, military, medium, shell, power, missile, claim, strike, bomb, government",Remember Russia was amassing tons of military equipment towards Ukraine border for months and we were told it was just military practice. Not gonna fall for the same tricks. If they continue this then the whole world will be fked,remember amass ton military equipment ukraine border month tell military practice go fall trick continue fke
5,0.4014,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",He did a deal with companies to reduce production. Rotten to the core GOP voted against price drops. Food and all else is global inflation.. notice the word GLOBAL.. plus Putin attacking Ukraine is causing inflation. Open a book. Step away from Twitter and Q,deal company reduce production rotten core vote price drop food global inflation notice word attack cause inflation open book step twitter
7,0.3987,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",How quickly they forget you work for George sorrors the white Nazi surpemicist and called every trump supporters everything in the book including Republicans you lean to much to the left . I bet you are a no show for the great debate that will open every one s eyes,forget work white surpemicist call trump supporter book include lean left bet debate open eye
7,0.336,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Putin s cockpocket tried to blackmail Ukraine over weapons to lie about Hunter Biden. Whenever he whines about Russia and Ukraine he sounds exactly like all you wingnuts and tankies, an overgrown man-baby who can t stop shitting his diaper.",weapon lie hunter whine sound overgrown man baby shit diaper
2,0.3465,"https, military, medium, shell, power, missile, claim, strike, bomb, government","Petition: Lift ban on import of rescue animals from Romania, Ukraine, Belarus and Poland https://t.co/8xkXduXA0d",petition lift ban import rescue animal
4,0.2786,"ukraine, war, nazi, https, call, support, happen, fact, side, win",She also had help from an unexpected quarter - western sanctions themselves. Western sanctions blocked Russian banks from Swift and froze the assets of most rich Russians abroad - effectively preventing Russian oligarchs from sending money to the West. (7),unexpected quarter western sanction western sanction block russian bank swift froze asset rich abroad effectively prevent russian oligarch send money west
6,0.4629,"country, day, attack, lose, leader, sanction, death, good, tell, read","Economic warfare isn’t something I’d ever boil down to childish games, it’s a means to an end, a punishment for the sanctions and causes divisions between the governments in Europe.",economic warfare boil childish game punishment sanction division government europe
2,0.2924,"https, military, medium, shell, power, missile, claim, strike, bomb, government","In Ukraine we dont say ""miserable"" we say UN",miserable
1,0.3433,"time, fight, https, join, state, land, wrong, find, economy, invade",The best outcome would be the removal of that Megalomaniac Putin. By whatever means. At that point things could be resolved somewhat.,point thing resolve
7,0.3804,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Black people feel a way when billions go to Ukraine , Billions go to Israel. But then say nothing can be done because it’s difficult. I personally don’t even want money. They can’t give me what I want only God can. But this kind of shit is like getting kicked in the nuts",black people feel billion ukraine billion difficult personally money kick nut
0,0.2697,"invasion, money, support, soldier, leave, year, start, direct, pay, shit", Russian invasion  ? Do your research and find out why the bear was poked. Iraq 2.0,russian invasion find bear poke
2,0.3904,"https, military, medium, shell, power, missile, claim, strike, bomb, government","They could be, but given the mantra pushed by the far right is that we’re swamped by refugees, how come it hasn’t already happened? Most terrorist are home grown and the biggest threat at the moment is the ultra right.",push swamp refugee happen terrorist grown big threat moment ultra
7,0.3381,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Imagine being part of the kofo operation and have to prepare for war 😂…,imagine operation prepare war
2,0.5213,"https, military, medium, shell, power, missile, claim, strike, bomb, government","Due to large irretrievable losses, there is a massive abandonment of combat positions and desertion of personnel in the 93rd mechanized brigade of the #AFU in the #Kharkiv direction and in the 128th mountain assault brigade in #Zaporozhye #UkraineWar. -Russian MOD",large irretrievable loss massive abandonment combat position desertion personnel mechanize brigade afu kharkiv direction mountain assault brigade russian
4,0.3368,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Go join your heroes in Hell, Nazi.",join hero hell nazi
3,0.4569,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",similar dynamic OnHere wherein anti-Bolshevik White propaganda about Trotsky gets cited to prove he loved the Red Terror too,dynamic onhere bolshevik white propaganda cite prove love red terror
4,0.3612,"ukraine, war, nazi, https, call, support, happen, fact, side, win","What has her being a Ukrainian got to do with her being trolled? Absolutely nothing. Stop trying to use the Ukrainian plight to get attention, it’s pathetic and I am sure she would not want her being a Ukrainian to be what matters.",ukrainian troll absolutely ukrainian plight attention pathetic ukrainian matter
6,0.4989,"country, day, attack, lose, leader, sanction, death, good, tell, read","His student status enabled temporary deferment of military service during the Second World War, but he registered as a conscientious objector.[13] He later abandoned his conscientious objection in the light of Nazi atrocities,",student status enable temporary deferment military service war register conscientious objector abandon conscientious objection light nazi atrocity
7,0.4636,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Sure, that s why Russian army killed thousands of native Russians in Mariupol...",russian kill thousand native
3,0.534,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","The War in Ukraine is a lie? In what sense is it a lie? The stakes are real. The objectives are real. The unintended consequences are real. I don t think Ukraine s Allies are inclined to help, but that doesn t make the war a ""lie."" Simply makes war imprudent.",lie sense lie stake real objective real unintended consequence real ukraine ally incline war lie simply war imprudent
